invoice_id,date,customer_id,customer_contact_info,billing_address,salesperson,item_description,part_number,variant_group,quantity,unit_price,total_amount
INV0012,2025-07-22,CUST010,everettcarolyn@example.org,"641 Hill Square Apt. 172
Debraland, FL 83674",Julie Burke,Mirror,MR114,Mirror Framed,4,61.74,246.96
INV0012,2025-07-22,CUST010,everettcarolyn@example.org,"641 Hill Square Apt. 172
Debraland, FL 83674",Julie Burke,Door,DR113,Door Sliding,4,148.53,594.12
INV0012,2025-07-22,CUST010,everettcarolyn@example.org,"641 Hill Square Apt. 172
Debraland, FL 83674",Julie Burke,Knob,KN110,Knob Square,4,63.48,253.92
INV0013,2025-06-01,CUST012,diane01@example.org,"016 Alex Lake Suite 565
Carrieview, WV 73533",Kimberly Wheeler,Door,DR104,Door French,1,81.3,81.3
INV0014,2025-07-11,CUST013,amandadonaldson@example.org,"6817 Jack Forest
Port Tinaland, NJ 71504",Samantha Dawson,Shower,SH105,Shower Handheld,5,227.83,1139.15
INV0014,2025-07-11,CUST013,amandadonaldson@example.org,"6817 Jack Forest
Port Tinaland, NJ 71504",Samantha Dawson,Faucet,FA116,Faucet Deck Mount,5,112.39,561.95
INV0015,2025-07-31,CUST014,glenn78@example.net,"05551 Thomas Turnpike Suite 390
Port Christy, OK 18881",Tiffany Stevens,Shower,SH111,Shower Rain,5,494.19,2470.95
INV0016,2025-04-28,CUST015,hughesrenee@example.net,"36948 Clark Highway
Stevensonchester, NE 06885",Sheila Li,Mirror,MR117,Mirror Framed,2,332.15,664.3
INV0016,2025-04-28,CUST015,hughesrenee@example.net,"36948 Clark Highway
Stevensonchester, NE 06885",Sheila Li,Door,DR120,Door Sliding,4,240.8,963.2
INV0016,2025-04-28,CUST015,hughesrenee@example.net,"36948 Clark Highway
Stevensonchester, NE 06885",Sheila Li,Shower,SH115,Shower Rain,2,134.7,269.4
INV0017,2025-07-21,CUST016,crystalwu@example.org,"9192 Jordan Greens
Jeremyton, MA 77066",Tracey Taylor,Sink,SI110,Sink Undermount,1,67.38,67.38
INV0018,2025-07-06,CUST017,herrerastefanie@example.com,"2587 Hampton Fords Suite 289
Danielport, OK 83321",John Taylor,Shower,SH120,Shower Rain,2,199.63,399.26
INV0018,2025-07-06,CUST017,herrerastefanie@example.com,"2587 Hampton Fords Suite 289
Danielport, OK 83321",John Taylor,Faucet,FA114,Faucet Wall Mount,4,135.76,543.04
INV0019,2025-06-26,CUST018,haroldgriffin@example.net,"2606 Perez Pass Apt. 028
Cookton, PW 39426",Joseph Johnson,Knob,KN116,Knob Round,2,203.54,407.08
INV0019,2025-06-26,CUST018,haroldgriffin@example.net,"2606 Perez Pass Apt. 028
Cookton, PW 39426",Joseph Johnson,Knob,KN103,Knob Round,4,199.49,797.96
INV0019,2025-06-26,CUST018,haroldgriffin@example.net,"2606 Perez Pass Apt. 028
Cookton, PW 39426",Joseph Johnson,Sink,SI116,Sink Topmount,4,459.07,1836.28
INV0020,2025-04-26,CUST019,gentrypaige@example.net,"402 Kathleen Row
North Nicholashaven, FL 17528",Thomas Nelson,Mirror,MR116,Mirror Frameless,1,310.14,310.14
INV0021,2025-04-21,CUST020,bowmanamber@example.net,"Unit 1397 Box 0518
DPO AP 51630",Jose Torres,Sink,SI111,Sink Topmount,5,16.82,84.1
INV0022,2025-04-18,CUST021,joseph33@example.net,"153 Barbara Pike Suite 276
South Brian, OR 21358",Anthony Crane,Shower,SH114,Shower Rain,3,324.76,974.28
INV0023,2025-07-31,CUST022,dboyle@example.org,"51091 Nicole Harbors Suite 760
Michaelport, NJ 52056",Robin Morgan,Faucet,FA118,Faucet Deck Mount,2,354.81,709.62
INV0023,2025-07-31,CUST022,dboyle@example.org,"51091 Nicole Harbors Suite 760
Michaelport, NJ 52056",Robin Morgan,Knob,KN116,Knob Round,4,158.1,632.4
INV0024,2025-08-26,CUST023,karen63@example.org,"066 Snyder Tunnel
Elizabethmouth, CO 11771",Robert Weaver,Sink,SI120,Sink Undermount,2,305.46,610.92
INV0025,2025-08-07,CUST024,paynejeffrey@example.net,"17219 Rebecca Canyon Suite 144
Doyleview, PA 93048",Austin Powell,Shower,SH117,Shower Rain,3,224.07,672.21
INV0025,2025-08-07,CUST024,paynejeffrey@example.net,"17219 Rebecca Canyon Suite 144
Doyleview, PA 93048",Austin Powell,Door,DR119,Door Sliding,3,38.83,116.49
INV0025,2025-08-07,CUST024,paynejeffrey@example.net,"17219 Rebecca Canyon Suite 144
Doyleview, PA 93048",Austin Powell,Sink,SI108,Sink Undermount,1,431.01,431.01
INV0026,2025-08-10,CUST025,contrerasmegan@example.net,"03486 Matthews Wells
West Chelseaberg, PR 61167",Shane Roberts,Mirror,MR110,Mirror Frameless,3,136.36,409.08
INV0027,2025-06-01,CUST026,floreshannah@example.net,"75140 Flores Turnpike Apt. 427
Mirandabury, NH 79603",Kayla Moore,Knob,KN114,Knob Square,5,79.33,396.65
INV0028,2025-04-24,CUST027,stephanie56@example.com,"846 Myers Square
Kimberlychester, SC 98977",Phillip Goodman,Knob,KN104,Knob Round,1,404.76,404.76
INV0029,2025-05-25,CUST009,ginaadams@example.org,"45866 Allen Knoll Apt. 481
New Deniseside, CO 47816",Tyler Bennett,Sink,SI110,Sink Topmount,4,265.85,1063.4
INV0030,2025-04-29,CUST028,graydanielle@example.com,"Unit 7002 Box 7041
DPO AP 25984",Katrina Byrd,Knob,KN104,Knob Square,2,158.56,317.12
INV0031,2025-04-16,CUST013,amandadonaldson@example.org,"6817 Jack Forest
Port Tinaland, NJ 71504",Sharon Maldonado,Knob,KN101,Knob Square,3,327.89,983.67
INV0032,2025-09-02,CUST029,coffeymichelle@example.net,"47422 Dunlap Neck
New Mariaside, MA 96988",Louis Donaldson MD,Door,DR108,Door Sliding,2,238.07,476.14
INV0032,2025-09-02,CUST029,coffeymichelle@example.net,"47422 Dunlap Neck
New Mariaside, MA 96988",Louis Donaldson MD,Door,DR107,Door Standard,2,394.71,789.42
INV0033,2025-04-25,CUST030,petersencindy@example.net,"307 Mitchell Brook
Deanbury, VI 10456",Savannah Scott,Mirror,MR102,Mirror Framed,1,109.35,109.35
INV0033,2025-04-25,CUST030,petersencindy@example.net,"307 Mitchell Brook
Deanbury, VI 10456",Savannah Scott,Sink,SI119,Sink Undermount,3,25.78,77.34
INV0033,2025-04-25,CUST030,petersencindy@example.net,"307 Mitchell Brook
Deanbury, VI 10456",Savannah Scott,Sink,SI106,Sink Topmount,5,213.63,1068.15
INV0034,2025-07-19,CUST031,taylorbell@example.com,"487 Tina Key Apt. 745
South Jaredside, KS 17961",Sarah Richardson,Door,DR119,Door Standard,5,91.31,456.55
INV0035,2025-04-07,CUST032,schwartzruben@example.org,"465 Brian Curve
Michaelfort, NV 13037",Gregory Mcdowell,Shower,SH118,Shower Rain,3,139.86,419.58
INV0036,2025-04-14,CUST033,alexander18@example.org,"75560 Crystal Ranch Suite 354
North Fredmouth, AZ 85077",Brittany Diaz,Door,DR113,Door French,1,220.7,220.7
INV0037,2025-06-10,CUST034,marclopez@example.net,"Unit 4650 Box 3945
DPO AA 40419",Elizabeth Henry,Door,DR103,Door French,2,64.59,129.18
INV0037,2025-06-10,CUST034,marclopez@example.net,"Unit 4650 Box 3945
DPO AA 40419",Elizabeth Henry,Mirror,MR103,Mirror Framed,5,277.61,1388.05
INV0037,2025-06-10,CUST034,marclopez@example.net,"Unit 4650 Box 3945
DPO AA 40419",Elizabeth Henry,Sink,SI102,Sink Topmount,3,155.7,467.1
INV0038,2025-04-20,CUST035,xtrevino@example.com,"3089 Holly Course
East Willieland, MO 26003",Brian Brady,Door,DR109,Door Standard,2,132.43,264.86
INV0038,2025-04-20,CUST035,xtrevino@example.com,"3089 Holly Course
East Willieland, MO 26003",Brian Brady,Shower,SH110,Shower Rain,1,131.81,131.81
INV0039,2025-06-13,CUST036,evannichols@example.org,"84486 Lamb Roads
South Jeremyfurt, NJ 49497",Shelby Rodriguez,Mirror,MR118,Mirror Frameless,3,412.95,1238.85
INV0040,2025-08-06,CUST037,uclark@example.org,"68254 Carol Drives Apt. 943
West Stacie, CO 86028",Annette Parker,Sink,SI112,Sink Undermount,4,38.33,153.32
INV0041,2025-09-04,CUST027,stephanie56@example.com,"846 Myers Square
Kimberlychester, SC 98977",Raymond Newman,Mirror,MR104,Mirror Frameless,3,32.97,98.91
INV0042,2025-09-15,CUST008,ryanmendez@example.com,"4493 Michael Plains
Paulchester, ND 00712",Michael Poole,Sink,SI112,Sink Undermount,3,120.22,360.66
INV0043,2025-07-10,CUST038,nicoleoconnor@example.org,"0688 Robinson Trail Suite 854
Hernandezview, MP 30569",Christy Rojas,Faucet,FA116,Faucet Wall Mount,5,146.22,731.1
INV0043,2025-07-10,CUST038,nicoleoconnor@example.org,"0688 Robinson Trail Suite 854
Hernandezview, MP 30569",Christy Rojas,Door,DR109,Door French,1,257.65,257.65
INV0043,2025-07-10,CUST038,nicoleoconnor@example.org,"0688 Robinson Trail Suite 854
Hernandezview, MP 30569",Christy Rojas,Shower,SH114,Shower Handheld,5,39.72,198.6
INV0044,2025-07-12,CUST039,william55@example.net,"768 Guzman Rapid
New Charleston, PR 73259",Antonio Harvey,Knob,KN102,Knob Square,5,465.26,2326.3
INV0044,2025-07-12,CUST039,william55@example.net,"768 Guzman Rapid
New Charleston, PR 73259",Antonio Harvey,Faucet,FA110,Faucet Deck Mount,2,38.54,77.08
INV0045,2025-05-01,CUST011,dianasullivan@example.net,"8125 Dean Shore
North Ashley, MT 29925",Katherine Owens,Door,DR113,Door French,1,68.85,68.85
INV0046,2025-07-23,CUST040,ashley57@example.com,"33258 Silva Stream Suite 531
Fosterborough, ME 23511",Lee Warner,Shower,SH109,Shower Handheld,2,211.04,422.08
INV0046,2025-07-23,CUST040,ashley57@example.com,"33258 Silva Stream Suite 531
Fosterborough, ME 23511",Lee Warner,Mirror,MR102,Mirror Framed,4,107.11,428.44
INV0047,2025-06-10,CUST003,ywarner@example.com,"177 Meyer Fords
Lopeztown, NY 99855",Patrick Scott,Sink,SI113,Sink Topmount,4,477.18,1908.72
INV0047,2025-06-10,CUST003,ywarner@example.com,"177 Meyer Fords
Lopeztown, NY 99855",Patrick Scott,Faucet,FA104,Faucet Wall Mount,3,400.13,1200.39
INV0047,2025-06-10,CUST003,ywarner@example.com,"177 Meyer Fords
Lopeztown, NY 99855",Patrick Scott,Mirror,MR118,Mirror Frameless,1,474.77,474.77
INV0048,2025-09-26,CUST010,everettcarolyn@example.org,"641 Hill Square Apt. 172
Debraland, FL 83674",Latoya Gilmore,Mirror,MR109,Mirror Framed,4,109.56,438.24
INV0048,2025-09-26,CUST010,everettcarolyn@example.org,"641 Hill Square Apt. 172
Debraland, FL 83674",Latoya Gilmore,Sink,SI120,Sink Undermount,4,131.22,524.88
INV0048,2025-09-26,CUST010,everettcarolyn@example.org,"641 Hill Square Apt. 172
Debraland, FL 83674",Latoya Gilmore,Knob,KN112,Knob Round,4,122.37,489.48
INV0049,2025-06-26,CUST041,christopher69@example.net,"71302 Anthony Lakes Apt. 901
Lake Jessicaside, AL 77683",Michael Mcdonald,Shower,SH102,Shower Rain,5,57.56,287.8
INV0050,2025-06-02,CUST042,thomasbrittney@example.org,"923 Hopkins Islands
East Caitlyn, MO 55785",Amanda Leblanc,Door,DR112,Door Sliding,3,224.67,674.01
INV0051,2025-08-06,CUST043,garnermichael@example.net,"4680 Clifford Springs Apt. 259
Debramouth, KS 70321",Paula Shannon,Door,DR108,Door Sliding,4,337.7,1350.8
INV0051,2025-08-06,CUST043,garnermichael@example.net,"4680 Clifford Springs Apt. 259
Debramouth, KS 70321",Paula Shannon,Shower,SH112,Shower Rain,5,55.98,279.9
INV0051,2025-08-06,CUST043,garnermichael@example.net,"4680 Clifford Springs Apt. 259
Debramouth, KS 70321",Paula Shannon,Mirror,MR105,Mirror Framed,1,206.61,206.61
INV0052,2025-09-25,CUST044,rodriguezcarol@example.net,"28612 Murray Mission Suite 997
New Madison, CO 77657",Angelica Rice,Sink,SI117,Sink Undermount,3,14.24,42.72
INV0053,2025-08-11,CUST012,diane01@example.org,"016 Alex Lake Suite 565
Carrieview, WV 73533",Laura Evans,Mirror,MR119,Mirror Frameless,5,308.37,1541.85
INV0054,2025-04-07,CUST045,zmoore@example.net,"491 Wall Plains
Port Brandonberg, IA 59420",Brenda George,Mirror,MR104,Mirror Framed,3,192.95,578.85
INV0054,2025-04-07,CUST045,zmoore@example.net,"491 Wall Plains
Port Brandonberg, IA 59420",Brenda George,Door,DR102,Door Standard,2,134.16,268.32
INV0055,2025-07-30,CUST046,robertevans@example.org,"53835 Ford Shoals Suite 738
South Frederickville, AS 91779",Daniel Townsend,Sink,SI105,Sink Undermount,2,486.54,973.08
INV0056,2025-07-16,CUST038,nicoleoconnor@example.org,"0688 Robinson Trail Suite 854
Hernandezview, MP 30569",Frank Gallagher,Knob,KN106,Knob Round,1,261.05,261.05
INV0056,2025-07-16,CUST038,nicoleoconnor@example.org,"0688 Robinson Trail Suite 854
Hernandezview, MP 30569",Frank Gallagher,Sink,SI112,Sink Topmount,3,316.74,950.22
INV0057,2025-08-15,CUST047,shannonthomas@example.com,"136 Allison Junctions Apt. 953
East Jennifermouth, NY 39885",Cynthia Schroeder,Sink,SI106,Sink Topmount,1,485.16,485.16
INV0058,2025-09-15,CUST023,karen63@example.org,"066 Snyder Tunnel
Elizabethmouth, CO 11771",Christopher Taylor,Knob,KN112,Knob Round,2,495.16,990.32
INV0059,2025-04-29,CUST014,glenn78@example.net,"05551 Thomas Turnpike Suite 390
Port Christy, OK 18881",Edwin Martin,Knob,KN118,Knob Square,2,93.52,187.04
INV0059,2025-04-29,CUST014,glenn78@example.net,"05551 Thomas Turnpike Suite 390
Port Christy, OK 18881",Edwin Martin,Shower,SH108,Shower Handheld,4,151.51,606.04
INV0059,2025-04-29,CUST014,glenn78@example.net,"05551 Thomas Turnpike Suite 390
Port Christy, OK 18881",Edwin Martin,Sink,SI112,Sink Topmount,5,311.63,1558.15
INV0060,2025-07-18,CUST038,nicoleoconnor@example.org,"0688 Robinson Trail Suite 854
Hernandezview, MP 30569",Ryan Caldwell,Faucet,FA105,Faucet Deck Mount,2,205.41,410.82
INV0060,2025-07-18,CUST038,nicoleoconnor@example.org,"0688 Robinson Trail Suite 854
Hernandezview, MP 30569",Ryan Caldwell,Mirror,MR105,Mirror Frameless,3,184.41,553.23
INV0061,2025-08-19,CUST044,rodriguezcarol@example.net,"28612 Murray Mission Suite 997
New Madison, CO 77657",Jesse Jenkins,Door,DR103,Door Sliding,4,489.06,1956.24
INV0062,2025-08-29,CUST048,hannahhernandez@example.org,"6596 Webb Creek
Lunachester, MH 22373",Daniel Larson,Shower,SH117,Shower Rain,3,265.57,796.71
INV0062,2025-08-29,CUST048,hannahhernandez@example.org,"6596 Webb Creek
Lunachester, MH 22373",Daniel Larson,Faucet,FA110,Faucet Deck Mount,1,453.99,453.99
INV0062,2025-08-29,CUST048,hannahhernandez@example.org,"6596 Webb Creek
Lunachester, MH 22373",Daniel Larson,Knob,KN104,Knob Round,3,474.81,1424.43
INV0062,2025-08-29,CUST048,hannahhernandez@example.org,"6596 Webb Creek
Lunachester, MH 22373",Daniel Larson,Mirror,MR108,Mirror Framed,3,317.72,953.16
INV0063,2025-06-25,CUST049,jacobharding@example.com,"30255 Sutton Drive
New Jason, GU 19342",Elizabeth Gonzalez,Faucet,FA103,Faucet Deck Mount,1,342.43,342.43
INV0064,2025-09-13,CUST050,jgray@example.com,"070 Michael Tunnel
New William, AK 76088",Todd Johnson,Knob,KN102,Knob Round,2,495.37,990.74
INV0064,2025-09-13,CUST050,jgray@example.com,"070 Michael Tunnel
New William, AK 76088",Todd Johnson,Mirror,MR117,Mirror Framed,1,86.45,86.45
INV0064,2025-09-13,CUST050,jgray@example.com,"070 Michael Tunnel
New William, AK 76088",Todd Johnson,Sink,SI102,Sink Topmount,1,215.22,215.22
INV0065,2025-06-02,CUST001,kimbowen@example.com,"Unit 5315 Box 8497
DPO AA 47521",Jaime Rice,Door,DR109,Door Standard,5,41.3,206.5
INV0066,2025-08-03,CUST051,tammy57@example.net,"Unit 7848 Box 2216
DPO AA 37263",Richard Martin,Shower,SH117,Shower Rain,1,331.16,331.16
INV0066,2025-08-03,CUST051,tammy57@example.net,"Unit 7848 Box 2216
DPO AA 37263",Richard Martin,Shower,SH112,Shower Rain,3,385.52,1156.56
INV0067,2025-05-19,CUST039,william55@example.net,"768 Guzman Rapid
New Charleston, PR 73259",Ernest Hudson,Mirror,MR116,Mirror Frameless,3,416.55,1249.65
INV0067,2025-05-19,CUST039,william55@example.net,"768 Guzman Rapid
New Charleston, PR 73259",Ernest Hudson,Sink,SI117,Sink Undermount,4,280.18,1120.72
INV0067,2025-05-19,CUST039,william55@example.net,"768 Guzman Rapid
New Charleston, PR 73259",Ernest Hudson,Door,DR108,Door French,2,74.64,149.28
INV0068,2025-04-09,CUST022,dboyle@example.org,"51091 Nicole Harbors Suite 760
Michaelport, NJ 52056",Paula Stephens,Shower,SH108,Shower Rain,5,203.92,1019.6
INV0069,2025-04-26,CUST052,spencecameron@example.net,"459 Martinez Ramp
Patelview, GA 13866",Roberta Hill MD,Knob,KN112,Knob Round,4,52.64,210.56
INV0069,2025-04-26,CUST052,spencecameron@example.net,"459 Martinez Ramp
Patelview, GA 13866",Roberta Hill MD,Knob,KN102,Knob Square,5,313.39,1566.95
INV0070,2025-05-14,CUST019,gentrypaige@example.net,"402 Kathleen Row
North Nicholashaven, FL 17528",Cody Sanchez,Mirror,MR118,Mirror Frameless,5,149.73,748.65
INV0070,2025-05-14,CUST019,gentrypaige@example.net,"402 Kathleen Row
North Nicholashaven, FL 17528",Cody Sanchez,Knob,KN115,Knob Round,2,395.86,791.72
INV0070,2025-05-14,CUST019,gentrypaige@example.net,"402 Kathleen Row
North Nicholashaven, FL 17528",Cody Sanchez,Shower,SH104,Shower Rain,1,107.25,107.25
INV0071,2025-08-03,CUST017,herrerastefanie@example.com,"2587 Hampton Fords Suite 289
Danielport, OK 83321",Robert Allison,Knob,KN104,Knob Round,3,481.04,1443.12
INV0072,2025-09-01,CUST029,coffeymichelle@example.net,"47422 Dunlap Neck
New Mariaside, MA 96988",Brendan Clayton,Shower,SH102,Shower Rain,4,91.5,366.0
INV0073,2025-06-14,CUST053,jimmy06@example.net,"USNS Young
FPO AP 68288",Patricia Black,Mirror,MR102,Mirror Framed,3,378.59,1135.77
INV0073,2025-06-14,CUST053,jimmy06@example.net,"USNS Young
FPO AP 68288",Patricia Black,Mirror,MR110,Mirror Framed,5,338.61,1693.05
INV0073,2025-06-14,CUST053,jimmy06@example.net,"USNS Young
FPO AP 68288",Patricia Black,Shower,SH113,Shower Rain,4,263.0,1052.0
INV0073,2025-06-14,CUST053,jimmy06@example.net,"USNS Young
FPO AP 68288",Patricia Black,Shower,SH115,Shower Handheld,2,276.79,553.58
INV0074,2025-04-04,CUST032,schwartzruben@example.org,"465 Brian Curve
Michaelfort, NV 13037",Amy Simmons,Knob,KN120,Knob Round,4,296.23,1184.92
INV0075,2025-04-08,CUST054,morrismichael@example.org,"338 Erica Stream
Natashachester, VI 99042",Stephanie Palmer,Shower,SH108,Shower Handheld,2,116.76,233.52
INV0076,2025-04-19,CUST055,earl89@example.net,"442 Mccormick Track
Port Christineview, NY 25804",Logan Price,Knob,KN118,Knob Square,4,294.43,1177.72
INV0076,2025-04-19,CUST055,earl89@example.net,"442 Mccormick Track
Port Christineview, NY 25804",Logan Price,Door,DR117,Door Sliding,5,168.87,844.35
INV0077,2025-08-28,CUST056,robert52@example.net,"7395 Rivas Rapids Apt. 074
Tamaraview, MP 43402",Maria Greer,Faucet,FA102,Faucet Wall Mount,1,302.76,302.76
INV0078,2025-06-10,CUST057,kendrajohnson@example.net,"424 Jeffrey Islands Apt. 337
New Masonton, AS 22101",Jamie Barajas,Mirror,MR115,Mirror Framed,2,96.5,193.0
INV0079,2025-09-11,CUST027,stephanie56@example.com,"846 Myers Square
Kimberlychester, SC 98977",Jordan Tran,Door,DR104,Door Standard,4,40.54,162.16
INV0080,2025-04-13,CUST047,shannonthomas@example.com,"136 Allison Junctions Apt. 953
East Jennifermouth, NY 39885",Joshua Boyd,Faucet,FA120,Faucet Wall Mount,5,243.84,1219.2
INV0081,2025-06-08,CUST034,marclopez@example.net,"Unit 4650 Box 3945
DPO AA 40419",Jacob Higgins,Mirror,MR112,Mirror Frameless,1,225.19,225.19
INV0082,2025-05-26,CUST005,gonzalezchristopher@example.com,"3446 Thomas Drive
South Francesbury, GA 22887",Beth Ramsey,Sink,SI112,Sink Topmount,3,126.38,379.14
INV0082,2025-05-26,CUST005,gonzalezchristopher@example.com,"3446 Thomas Drive
South Francesbury, GA 22887",Beth Ramsey,Mirror,MR111,Mirror Frameless,3,82.5,247.5
INV0082,2025-05-26,CUST005,gonzalezchristopher@example.com,"3446 Thomas Drive
South Francesbury, GA 22887",Beth Ramsey,Door,DR119,Door Standard,1,346.77,346.77
INV0082,2025-05-26,CUST005,gonzalezchristopher@example.com,"3446 Thomas Drive
South Francesbury, GA 22887",Beth Ramsey,Faucet,FA103,Faucet Wall Mount,4,85.21,340.84
INV0083,2025-09-18,CUST058,pprice@example.net,"9815 Kellie Crossroad Suite 778
Joannaview, MP 08943",Molly Cain,Door,DR113,Door French,2,149.23,298.46
INV0084,2025-09-05,CUST059,vanessaconway@example.org,"53486 Weber Overpass Suite 942
South Melissachester, CO 27670",Jesse Cook,Faucet,FA103,Faucet Wall Mount,4,310.76,1243.04
INV0085,2025-04-23,CUST056,robert52@example.net,"7395 Rivas Rapids Apt. 074
Tamaraview, MP 43402",Mitchell Young,Sink,SI117,Sink Undermount,4,283.3,1133.2
INV0086,2025-04-22,CUST060,mgibson@example.org,"Unit 9859 Box 0604
DPO AE 83680",Katherine Perkins,Mirror,MR111,Mirror Frameless,3,292.18,876.54
INV0086,2025-04-22,CUST060,mgibson@example.org,"Unit 9859 Box 0604
DPO AE 83680",Katherine Perkins,Mirror,MR113,Mirror Frameless,2,62.98,125.96
INV0087,2025-08-10,CUST061,brian40@example.com,"5912 Beck Viaduct
Sanchezport, OR 95613",Michelle Tran,Shower,SH104,Shower Rain,3,291.16,873.48
INV0088,2025-06-08,CUST055,earl89@example.net,"442 Mccormick Track
Port Christineview, NY 25804",Helen Duke,Mirror,MR108,Mirror Frameless,5,119.1,595.5
INV0089,2025-09-26,CUST062,martha49@example.org,"74092 Bennett Shores Suite 718
Millerchester, MP 76569",Stephen Ramsey,Sink,SI108,Sink Topmount,3,298.69,896.07
INV0090,2025-09-04,CUST056,robert52@example.net,"7395 Rivas Rapids Apt. 074
Tamaraview, MP 43402",Rita Taylor,Knob,KN108,Knob Square,5,105.81,529.05
INV0090,2025-09-04,CUST056,robert52@example.net,"7395 Rivas Rapids Apt. 074
Tamaraview, MP 43402",Rita Taylor,Faucet,FA106,Faucet Wall Mount,5,338.34,1691.7
INV0091,2025-05-27,CUST027,stephanie56@example.com,"846 Myers Square
Kimberlychester, SC 98977",Kenneth Castillo,Door,DR109,Door Sliding,1,392.85,392.85
INV0092,2025-07-15,CUST063,rodriguezdakota@example.net,"98528 Murillo Camp
New Kristenberg, NV 57495",Donald Pacheco,Shower,SH120,Shower Handheld,4,247.27,989.08
INV0093,2025-04-09,CUST036,evannichols@example.org,"84486 Lamb Roads
South Jeremyfurt, NJ 49497",Erin Wade,Sink,SI108,Sink Undermount,2,115.57,231.14
INV0094,2025-07-13,CUST022,dboyle@example.org,"51091 Nicole Harbors Suite 760
Michaelport, NJ 52056",Brianna Patterson,Door,DR120,Door French,2,424.09,848.18
INV0095,2025-09-21,CUST064,diana20@example.com,"9524 Brooks Run Apt. 033
North Connor, VT 15371",Shelly Nguyen,Door,DR114,Door French,5,242.71,1213.55
INV0096,2025-06-14,CUST058,pprice@example.net,"9815 Kellie Crossroad Suite 778
Joannaview, MP 08943",Harry Anderson,Knob,KN106,Knob Round,5,430.75,2153.75
INV0096,2025-06-14,CUST058,pprice@example.net,"9815 Kellie Crossroad Suite 778
Joannaview, MP 08943",Harry Anderson,Sink,SI102,Sink Topmount,4,87.84,351.36
INV0097,2025-06-01,CUST065,michael39@example.net,"1400 Schmidt Mission
Moranmouth, VT 73555",James Spencer,Faucet,FA103,Faucet Deck Mount,3,108.62,325.86
