invoice_id,date,customer_id,customer_contact_info,billing_address,salesperson,item_description,part_number,variant_group,quantity,unit_price,total_amount
INV017,2024-01-19,CUST010,customer8@email.com,"135 Main St, City",SP02,Knob,KN102,KN,4,340,1360
INV018,2024-01-05,CUST010,customer3@email.com,"795 Main St, City",SP04,Window,WI101,WI,5,120,600
INV018,2024-01-05,CUST010,customer3@email.com,"795 Main St, City",SP04,Screen,SC102,SC,3,177,531
INV018,2024-01-05,CUST010,customer3@email.com,"795 Main St, City",SP04,Frame,FR103,FR,2,305,610
INV019,2024-03-07,CUST007,customer9@email.com,"220 Main St, City",SP03,Sink,SI103,SI,3,405,1215
INV019,2024-03-07,CUST007,customer9@email.com,"220 Main St, City",SP03,Drain,DR101,DR,1,119,119
INV019,2024-03-07,CUST007,customer9@email.com,"220 Main St, City",SP03,Drain,DR101,DR,4,94,376
INV020,2024-03-28,CUST006,customer6@email.com,"826 Main St, City",SP01,Handle,HA103,HA,2,456,912
INV020,2024-03-28,CUST006,customer6@email.com,"826 Main St, City",SP01,Window,WI101,WI,1,152,152
INV020,2024-03-28,CUST006,customer6@email.com,"826 Main St, City",SP01,Frame,FR102,FR,1,234,234
INV021,2024-03-11,CUST010,customer6@email.com,"578 Main St, City",SP05,Faucet,FA102,FA,4,417,1668
INV021,2024-03-11,CUST010,customer6@email.com,"578 Main St, City",SP05,Cabinet,CA102,CA,4,471,1884
INV022,2024-03-14,CUST002,customer3@email.com,"424 Main St, City",SP01,Screen,SC101,SC,5,377,1885
INV022,2024-03-14,CUST002,customer3@email.com,"424 Main St, City",SP01,Frame,FR102,FR,5,494,2470
INV022,2024-03-14,CUST002,customer3@email.com,"424 Main St, City",SP01,Window,WI101,WI,5,128,640
INV022,2024-03-14,CUST002,customer3@email.com,"424 Main St, City",SP01,Window,WI101,WI,3,413,1239
INV023,2024-01-29,CUST006,customer9@email.com,"390 Main St, City",SP01,Lock,LO102,LO,2,370,740
INV023,2024-01-29,CUST006,customer9@email.com,"390 Main St, City",SP01,Door,DO103,DO,1,307,307
INV023,2024-01-29,CUST006,customer9@email.com,"390 Main St, City",SP01,Lock,LO103,LO,2,137,274
INV024,2024-03-25,CUST010,customer10@email.com,"445 Main St, City",SP05,Door,DO103,DO,5,185,925
INV025,2024-03-24,CUST004,customer10@email.com,"526 Main St, City",SP05,Handle,HA102,HA,3,297,891
INV026,2024-02-01,CUST007,customer5@email.com,"564 Main St, City",SP01,Door,DO102,DO,4,154,616
INV027,2024-02-13,CUST010,customer3@email.com,"420 Main St, City",SP03,Window,WI102,WI,5,337,1685
INV027,2024-02-13,CUST010,customer3@email.com,"420 Main St, City",SP03,Window,WI101,WI,4,112,448
INV027,2024-02-13,CUST010,customer3@email.com,"420 Main St, City",SP03,Window,WI101,WI,2,99,198
INV028,2024-01-07,CUST005,customer7@email.com,"984 Main St, City",SP05,Hinge,HI102,HI,5,419,2095
INV028,2024-01-07,CUST005,customer7@email.com,"984 Main St, City",SP05,Door,DO101,DO,4,313,1252
INV028,2024-01-07,CUST005,customer7@email.com,"984 Main St, City",SP05,Door,DO102,DO,4,61,244
INV028,2024-01-07,CUST005,customer7@email.com,"984 Main St, City",SP05,Door,DO102,DO,5,284,1420
INV029,2024-01-31,CUST004,customer10@email.com,"461 Main St, City",SP01,Window,WI103,WI,4,196,784
INV030,2024-03-09,CUST001,customer2@email.com,"541 Main St, City",SP02,Sink,SI102,SI,3,73,219
INV030,2024-03-09,CUST001,customer2@email.com,"541 Main St, City",SP02,Sink,SI103,SI,5,149,745
INV030,2024-03-09,CUST001,customer2@email.com,"541 Main St, City",SP02,Sink,SI102,SI,1,247,247
INV031,2024-03-05,CUST008,customer9@email.com,"386 Main St, City",SP05,Knob,KN102,KN,3,335,1005
INV032,2024-02-16,CUST003,customer4@email.com,"716 Main St, City",SP05,Sink,SI101,SI,2,415,830
INV032,2024-02-16,CUST003,customer4@email.com,"716 Main St, City",SP05,Sink,SI102,SI,5,283,1415
INV032,2024-02-16,CUST003,customer4@email.com,"716 Main St, City",SP05,Sink,SI103,SI,2,217,434
INV032,2024-02-16,CUST003,customer4@email.com,"716 Main St, City",SP05,Drain,DR101,DR,4,365,1460
INV033,2024-02-08,CUST010,customer6@email.com,"619 Main St, City",SP05,Drain,DR101,DR,3,219,657
INV033,2024-02-08,CUST010,customer6@email.com,"619 Main St, City",SP05,Drain,DR103,DR,3,457,1371
INV033,2024-02-08,CUST010,customer6@email.com,"619 Main St, City",SP05,Cabinet,CA103,CA,1,355,355
INV033,2024-02-08,CUST010,customer6@email.com,"619 Main St, City",SP05,Sink,SI103,SI,5,345,1725
INV034,2024-01-30,CUST001,customer10@email.com,"591 Main St, City",SP02,Hinge,HI101,HI,5,408,2040
INV034,2024-01-30,CUST001,customer10@email.com,"591 Main St, City",SP02,Door,DO101,DO,4,210,840
INV034,2024-01-30,CUST001,customer10@email.com,"591 Main St, City",SP02,Door,DO102,DO,2,260,520
INV034,2024-01-30,CUST001,customer10@email.com,"591 Main St, City",SP02,Lock,LO102,LO,1,411,411
INV035,2024-01-18,CUST009,customer4@email.com,"674 Main St, City",SP03,Sink,SI101,SI,4,322,1288
INV035,2024-01-18,CUST009,customer4@email.com,"674 Main St, City",SP03,Sink,SI102,SI,3,362,1086
INV035,2024-01-18,CUST009,customer4@email.com,"674 Main St, City",SP03,Sink,SI101,SI,3,335,1005
INV035,2024-01-18,CUST009,customer4@email.com,"674 Main St, City",SP03,Sink,SI102,SI,3,410,1230
INV036,2024-01-27,CUST008,customer6@email.com,"591 Main St, City",SP03,Window,WI103,WI,5,244,1220
INV036,2024-01-27,CUST008,customer6@email.com,"591 Main St, City",SP03,Screen,SC102,SC,2,198,396
INV036,2024-01-27,CUST008,customer6@email.com,"591 Main St, City",SP03,Window,WI103,WI,1,227,227
INV037,2024-02-26,CUST005,customer8@email.com,"319 Main St, City",SP02,Faucet,FA101,FA,5,429,2145
INV037,2024-02-26,CUST005,customer8@email.com,"319 Main St, City",SP02,Faucet,FA101,FA,5,165,825
INV037,2024-02-26,CUST005,customer8@email.com,"319 Main St, City",SP02,Faucet,FA101,FA,4,219,876
INV038,2024-03-01,CUST002,customer3@email.com,"105 Main St, City",SP05,Screen,SC102,SC,2,437,874
INV038,2024-03-01,CUST002,customer3@email.com,"105 Main St, City",SP05,Screen,SC102,SC,1,443,443
INV039,2024-01-12,CUST010,customer4@email.com,"647 Main St, City",SP01,Frame,FR101,FR,4,453,1812
INV039,2024-01-12,CUST010,customer4@email.com,"647 Main St, City",SP01,Window,WI103,WI,3,498,1494
INV040,2024-01-05,CUST001,customer5@email.com,"681 Main St, City",SP05,Window,WI103,WI,5,318,1590
INV041,2024-03-04,CUST003,customer9@email.com,"579 Main St, City",SP03,Door,DO103,DO,4,381,1524
INV041,2024-03-04,CUST003,customer9@email.com,"579 Main St, City",SP03,Door,DO101,DO,1,427,427
INV042,2024-02-13,CUST005,customer10@email.com,"790 Main St, City",SP02,Drain,DR102,DR,5,217,1085
INV042,2024-02-13,CUST005,customer10@email.com,"790 Main St, City",SP02,Sink,SI103,SI,1,144,144
INV043,2024-01-18,CUST008,customer6@email.com,"354 Main St, City",SP01,Window,WI102,WI,3,204,612
INV043,2024-01-18,CUST008,customer6@email.com,"354 Main St, City",SP01,Handle,HA101,HA,3,384,1152
INV043,2024-01-18,CUST008,customer6@email.com,"354 Main St, City",SP01,Window,WI101,WI,1,391,391
INV044,2024-01-16,CUST008,customer5@email.com,"263 Main St, City",SP04,Sink,SI102,SI,3,364,1092
INV044,2024-01-16,CUST008,customer5@email.com,"263 Main St, City",SP04,Sink,SI101,SI,4,128,512
INV044,2024-01-16,CUST008,customer5@email.com,"263 Main St, City",SP04,Sink,SI103,SI,3,262,786
INV045,2024-03-30,CUST009,customer8@email.com,"875 Main St, City",SP05,Lock,LO101,LO,5,278,1390
INV045,2024-03-30,CUST009,customer8@email.com,"875 Main St, City",SP05,Knob,KN101,KN,5,107,535
INV046,2024-01-08,CUST009,customer9@email.com,"307 Main St, City",SP05,Door,DO103,DO,4,109,436
INV046,2024-01-08,CUST009,customer9@email.com,"307 Main St, City",SP05,Lock,LO103,LO,4,96,384
INV047,2024-03-06,CUST008,customer1@email.com,"564 Main St, City",SP02,Handle,HA102,HA,3,420,1260
INV047,2024-03-06,CUST008,customer1@email.com,"564 Main St, City",SP02,Window,WI102,WI,1,431,431
INV047,2024-03-06,CUST008,customer1@email.com,"564 Main St, City",SP02,Window,WI101,WI,1,266,266
INV047,2024-03-06,CUST008,customer1@email.com,"564 Main St, City",SP02,Window,WI101,WI,5,80,400
INV048,2024-01-09,CUST008,customer1@email.com,"393 Main St, City",SP04,Lock,LO103,LO,4,241,964
INV048,2024-01-09,CUST008,customer1@email.com,"393 Main St, City",SP04,Knob,KN102,KN,4,242,968
INV049,2024-01-11,CUST009,customer3@email.com,"769 Main St, City",SP03,Knob,KN103,KN,2,422,844
INV050,2024-01-29,CUST001,customer1@email.com,"405 Main St, City",SP04,Sink,SI101,SI,2,285,570
INV050,2024-01-29,CUST001,customer1@email.com,"405 Main St, City",SP04,Sink,SI102,SI,2,498,996
INV050,2024-01-29,CUST001,customer1@email.com,"405 Main St, City",SP04,Faucet,FA101,FA,4,364,1456
INV050,2024-01-29,CUST001,customer1@email.com,"405 Main St, City",SP04,Faucet,FA101,FA,2,84,168
INV051,2024-03-15,CUST003,customer3@email.com,"193 Main St, City",SP04,Hinge,HI103,HI,4,455,1820
INV051,2024-03-15,CUST003,customer3@email.com,"193 Main St, City",SP04,Knob,KN103,KN,2,432,864
INV051,2024-03-15,CUST003,customer30@email.com,"193 Main St, City",SP04,Lock,LO103,LO,3,478,1434
